s_id,lastname,firstname,birthyear,sex,nationality,last_club,pb,results
4309232,WIJNS,Chloe,1998,F,BEL,Zwemclub Brabo Antwerpen,56.04,t
4255068,DEOLET,Ellen,1994,F,BEL,Meetjesland-Gent Alliantie Zwemteam,56.07,t
4929060,RAVELINGIEN,Lana,2003,F,BEL,Zwemclub Brabo Antwerpen,56.07,t
4600473,GEEROMS,Anke,2000,F,BEL,Zwemclub Brabo Antwerpen,56.20,t
4199951,RAMAEL,Maaike,1996,F,BEL,Zwemclub Brabo Antwerpen,56.24,t
5125473,MICHIELS,Nore,2008,F,BEL,Temse Schelde Zwemmers,56.25,t
4063290,CALUWAERTS,Kim,1984,F,BEL,Zwemclub Brabo Antwerpen,56.44,t
4042357,DUFOUR,Fabienne,1981,F,BEL,Club De Natation Bastogne,56.45,t
4620729,BOUDEN,Camille,2001,F,BEL,Bruinvissen Diksmuide,56.47,t
4879008,GREGOIRE,Marion,2003,F,BEL,Entente Des Nageurs Louvierois Natation,56.47,t
4822294,VERMEIREN,Fleur,2002,F,BEL,Zwemclub Brabo Antwerpen,56.54,t
5278302,VANDERLINDEN,Siri,2009,F,BEL,Leuven Aquatics,56.54,t
4621417,VANLOMMEL,Anke,2000,F,BEL,"Molse Zwemclub ""mozka""",56.58,t
4074397,PARENT,Charlotte,1991,F,BEL,Braine L'alleud Aqua College,56.70,t
5017411,HENVEAUX,Camille,2006,F,BEL,Liege Natation,56.70,t
4687030,ZELLER,Pauline,2007,F,BEL,Namur Olympic Club,56.81,t
4897322,VAN BRABANDT,Zita,2003,F,BEL,Iswim,56.85,t
4057036,CUSTERS,Karen,1988,F,BEL,"Molse Zwemclub ""mozka""",56.94,t
4066233,LECLUYSE,Fanny,1992,F,BEL,Royal Dauphins Mouscronnois,56.98,t
4295920,BOITS,Louve,1998,F,BEL,Zwemclub Brabo Antwerpen,57.06,t
4200109,LINDEKENS,Carolien,1994,F,BEL,Zwemclub Brabo Antwerpen,57.07,t
4611284,BUSSELS,Fleur,2008,F,BEL,Zwemvereniging De Meerkoet Bre,57.07,t
4295923,DE BOCK,Sonia,1998,F,BEL,Zwemclub Brabo Antwerpen,57.08,t
5167527,WOUTERS,Briana,2006,F,BEL,Heistse Zwemclub Arduas,57.09,t
4295933,VANLEYNSEELE,Sara,1997,F,BEL,Zwemclub Brabo Antwerpen,57.11,t
4812906,WAUTERS,Laura,2003,F,BEL,Koninklijke Landense Sportvereniging Zwemmen,57.11,t
4277504,KOENS,Jovanna,1995,F,BEL,Brabant East Swimming Team,57.12,t
4804663,BYNENS,Nathalie,1993,F,BEL,Koninklijke Hasseltse Zwemvere,57.12,t
4073166,CAVADINI,Caroline,1990,F,BEL,Cercle Royal De Natation De Br,57.12,t
5198153,DEWAELHEYNS,Niene,2007,F,BEL,Tiense Regio United Swimming Team,57.20,t
4066227,ROMANINI,Aurelie,1987,F,BEL,"Blocry, Ottignies Et Univ.L.L.",57.27,t
4073172,POLLET,Jana,1988,F,BEL,Koninklijke Brugse Zwem- & Red,57.29,t
4805363,WILLEMS,Steffi,1994,F,BEL,Shark,57.30,t
4029787,GRANDJEAN,Tahnee,1988,F,BEL,Belgium,57.33,t
5031242,KOENS,Jovanna,1995,F,BEL,Brabant East Swimming Team,57.33,t
4199996,MAES,Katrien,1993,F,BEL,Swimming Team Waasland,57.34,t
4306027,JOUARY,Nora,1986,F,BEL,Cercle Royal De Natation De Br,57.36,t
5278496,METZEMAKERS,Lea,2009,F,BEL,Zwemclub Brabo Antwerpen,57.41,t
4068854,LAMBOT,Laurence,1991,F,BEL,Zwemclub Lorelei Londerzeel,57.42,t
4989587,FEYS,Jutta,2002,F,BEL,Koninklijke Brugse Zwem- & Red,57.47,t
4919313,MAEREVOET,Marie,2004,F,BEL,Nijlense Zwemclub,57.48,t
4804454,CALUWAERTS,Joyce,1992,F,BEL,Zwemclub Brabo Antwerpen,57.50,t
4136891,DOM,Yne,1995,F,BEL,Shark,57.52,t
5056634,DEKERVEL,Emma,2004,F,BEL,Iswim,57.54,t
5007867,PETITJEAN,Elise,2005,F,BEL,Ecole De Natation Waremmienne,57.58,t
4779619,VALLEE,Laurane,2003,F,BEL,Espadon Leuze Natation,57.58,t
4825852,FRANQUINET,Ambre,2004,F,BEL,Liege Natation,57.60,t
4053474,BUELENS,Griet,1984,F,BEL,Fast Antwerp Swimming Team,57.62,t
5089909,VAN DOOREN,Ante,2006,F,BEL,Nijlense Zwemclub,57.62,t
5004119,LAZOU,Lente,2005,F,BEL,Gold Swimming Team,57.65,t
4413184,TOVEN,Anais,2001,F,BEL,Belgium,57.70,t
4804748,KRAUS,Celine,1993,F,BEL,Embourg Natation,57.72,t
4139792,LAUREYS,Nele,1995,F,BEL,Swimming Team Waasland,57.73,t
4340431,VANDERHEYDEN,Ashley,1999,F,BEL,Zwemclub Geel,57.74,t
4605650,DAEMEN,Sien,2001,F,BEL,Zwemvereniging De Meerkoet Bre,57.75,t
4755826,GARCIA-ZAMORA,Salome,2001,F,BEL,Perron,57.79,t
4822299,VAN WALLENDAEL,Sarah,2002,F,BEL,Zwemclub Brabo Antwerpen,57.80,t
5017940,VAN SPEYBROECK,Bo,2004,F,BEL,Zoro,57.81,t
4799290,KHIYARA,Lina,2003,F,BEL,Perron,57.82,t
4726095,BEULEN,Sophie,2002,F,BEL,Koninklijke Brugse Zwem- & Red,57.83,t
4074947,JANSSENS,Kim,1991,F,BEL,Zwemclub Brabo Antwerpen,57.84,t
5248905,D'HAESELEER,Fran,2010,F,BEL,Zwemclub De Dolfijnen Middelke,57.84,t
5321425,NAZARUK,Nicole,2009,F,BEL,Swimming Team Zennevallei,57.86,t
4306159,LAMBRECHTS,Morganne,1995,F,BEL,Liege Natation,57.91,t
5024883,WITTERS,Marie-Alix,2005,F,BEL,De Beringse Tuimelaars,57.91,t
4417996,HOLLEBOSCH,Noa,2007,F,BEL,Meetjesland-Gent Alliantie Zwemteam,57.92,t
5004117,DECONINCK,Gaelle,2004,F,BEL,Koninklijke Kortrijkse Zwemkri,57.93,t
4804373,VAN DE VELDE,Sarah,1987,F,BEL,"Molse Zwemclub ""mozka""",1:00.22,t
4796638,COETS,Shannon,2001,F,BEL,"Blocry, Ottignies Et Univ.L.L.",57.99,t
4393568,BONNET,Eva,2000,F,BEL,Castor Club De Mons,58.01,t
4804798,MOERMAN,Margot,1993,F,BEL,Shark,58.02,t
4822295,FEYEN,Charlotte,2003,F,BEL,Zwemclub Brabo Antwerpen,58.03,t
5127868,HANQUET,Marion,2001,F,BEL,Cercle Royal De Natation Arlonais,58.07,t
4995007,MAYERES,Nell,2004,F,BEL,Nautic Club Herve,58.08,t
4567698,HANQUET,Lucie,2003,F,BEL,Cercle Royal De Natation Arlonais,58.10,t
4822287,JOCHEMS,Charissa,2001,F,BEL,Shark,58.12,t
4620254,MICHELS,Chloe,2002,F,BEL,Royal Dauphins Mouscronnois,58.13,t
4359673,PANNECOUCKE,Aileen,1997,F,BEL,First (Flanders Inter Regio Sw,58.21,t
5097243,MERCIER,Faustine,2007,F,BEL,Royal Dauphins Mouscronnois,58.21,t
4965075,WOLF BAYOT,Alix,2007,F,BEL,Entente Des Nageurs Louvierois Natation,58.22,t
4306810,PEETERS,Kristien,1997,F,BEL,Zwemclub Tremelo,58.25,t
4139818,DE CABOOTER,Julie,1994,F,BEL,Koninklijke Brugse Zwem- & Red,58.29,t
4139739,STEVENS,Laura,1995,F,BEL,Koninklijke Hasseltse Zwemvere,58.30,t
4648999,CORNELISSEN,Anais,2007,F,BEL,Zwemclub Brabo Antwerpen,58.30,t
5177072,RINCHON,Rachel,2008,F,BEL,Entente Des Nageurs Louvierois Natation,58.31,t
5167334,HIEL,Maya,2006,F,BEL,De Beringse Tuimelaars,58.33,t
4074684,DEMEYERE,Birgit,1991,F,BEL,Zwemclub Tremelo,58.34,t
4139987,MIDREZ,Noemie,1996,F,BEL,Royal Verviers Natation,58.34,t
4948256,VAN BELLE,Amber,2004,F,BEL,Leuven Aquatics,58.35,t
4336760,FEYAERTS,Marie,1999,F,BEL,Zwemclub Tremelo,58.37,t
4682536,DE GRAAF,Julie,2001,F,BEL,Zwemclub Schoten,58.37,t
4799289,PISANE,Alisee,2003,F,BEL,Liege Natation,58.38,t
4741109,BOURGOIS,Karo,2002,F,BEL,Flanders Coast Swimmingteam,58.38,t
5317908,DALEMANS,Lyn,2009,F,BEL,Zwemclub Kapelle-O/D-Bos,58.38,t
4066236,HUBERT,Helene,1990,F,BEL,Cercle Royal De Natation De Br,58.39,t
4305935,HUYBREGHS,Nele,1995,F,BEL,Swimming Team Tienen,58.39,t
4648923,VAN DEN EEDE,Lisa,2006,F,BEL,Aquarius Zwemclub Lebbeke,58.39,t
4393658,DE KEERSMAEKER,Audrey,1999,F,BEL,Zwemclub Brabo Antwerpen,58.41,t
4690184,DAVID,Aicha,2001,F,BEL,Leuven Aquatics,58.43,t
4074961,CALUWAERTS,Lynn,1987,F,BEL,Zwemclub Brabo Antwerpen,58.45,t
4299642,MIDREZ,Emilie,1994,F,BEL,Royal Verviers Natation,58.45,t
4073168,VANHAMME,Elodie,1989,F,BEL,Cercle Royal De Natation De Br,58.47,t
4307131,SCHOEMANS,Celine,1996,F,BEL,Brabant East Swimming Team,58.48,t
5317371,WILLAERT,Ayla,2009,F,BEL,Hoogstraten Zwemteam,58.48,t
4139749,SELDERSLAGHS,Fien,1995,F,BEL,Swimming Club Strombeek-Grimbe,58.49,t
4073180,DE WAELE,Valerie,1986,F,BEL,Meetjesland-Gent Alliantie Zwemteam,58.51,t
4199729,VAN GORP,Caroline,1996,F,BEL,Arendonkse Zwemvereniging,58.53,t
5075823,BERX,Marit,2005,F,BEL,Tiense Regio United Swimming Team,58.53,t
5343793,VAN BRABANDT,Juliette,2009,F,BEL,Meetjesland-Gent Alliantie Zwemteam,58.54,t
4331731,SIJSMANS,Jolien,1992,F,BEL,Geelse Sportvereniging Zwemmen,58.55,t
4608355,VANHEE,Steffi,2001,F,BEL,Izegemse Krekel Zwemmers,58.55,t
4295836,GORIS,Mirthe,1996,F,BEL,Meetjesland-Gent Alliantie Zwemteam,58.55,t
4074858,STOUMONT,Laure,1984,F,BEL,Liege Natation,58.59,t
4437287,SWINNEN,Marie-Lien,2000,F,BEL,Zwemvereniging De Meerkoet Bre,58.61,t
4070553,LETE,Loris,1990,F,BEL,Cercle Royal De Natation De To,58.62,t
4312630,WATELLE,Anna,2003,F,BEL,Leuven Aquatics,58.62,t
5200809,DESPEGHEL,Laurann,2007,F,BEL,Koninklijke Brugse Zwem- & Red,58.63,t
4804705,VANNESTE,Joni,1993,F,BEL,Koninklijke Kortrijkse Zwemkri,58.65,t
4648984,LAGEY,Liselotte,2006,F,BEL,Zwemclub Geel,58.65,t
4246975,KERKENI,Sonia,1998,F,BEL,Espadon Leuze Natation,58.67,t
4200110,LINDEKENS,Stefanie,1997,F,BEL,Zwemclub Geel,58.71,t
4565879,VANBELLE,Marie,2000,F,BEL,Swimming Team Tienen,58.71,t
4805169,VANSANTVOORT,Emilie,1994,F,BEL,Cercle Royal De Natation De Br,58.73,t
4927432,DECAESSTECKER,Elise,2004,F,BEL,Bruinvissen Diksmuide,58.73,t
4804781,MEIJLAERS,Lien,1991,F,BEL,Peltse Zwemclub,58.74,t
4073165,VERDIJCK,Britt,1989,F,BEL,Zwemclub Brabo Antwerpen,58.75,t
4425419,VANDENHAUTE,Sarah,1998,F,BEL,Meetjesland-Gent Alliantie Zwemteam,58.75,t
5472793,VAN AVONDT,Lina,2009,F,BEL,Swimming Team Aalter,58.75,t
4804521,VIGNERON,Pauline,1993,F,BEL,Charleroi Helios Aqua Team,58.77,t
5082422,PALMER,Grace,2005,F,BEL,Liege Natation,58.77,t
5355006,VAN DEN WYNGAERT,Elizabeth,2009,F,BEL,Zwemclub Brabo Antwerpen,58.78,t
4794126,MAURO,Nathalie,1988,F,BEL,Zwemclub Brabo Antwerpen,58.79,t
4307319,SWILLEN,Marie,1997,F,BEL,Tiense Zwemmers,58.79,t
4355417,MEERE,Joleen,1999,F,BEL,"Zwemclub ""de Dolfijnen"" Asse-T",58.79,t
4875181,SEGERS,Noor,2005,F,BEL,Zwemvereniging De Meerkoet Bre,58.79,t
5167239,BROECKAERT,Noor,2007,F,BEL,Zwemclub Brabo Antwerpen,58.80,t
4199861,SCHOUTTETENS,Ruth,1993,F,BEL,Gold Swimming Team,58.81,t
5276806,VAN HEUGTEN,Hanne,2009,F,BEL,Nijlense Zwemclub,58.81,t
4044461,CALUS,Nele,1984,F,BEL,Belgium,58.82,t
4074854,ALBERT,Jessica,1990,F,BEL,Liege Natation,58.86,t
4605635,VAN NYVERSEEL,Silke,2001,F,BEL,Zwemclub Schoten,58.89,t
4804840,VERHAERT,Nathalie,1993,F,BEL,Swimming Team Waasland,58.91,t
5102977,BERTEN,Martha,2005,F,BEL,Koninklijke Racing Swimming Cl,58.91,t
5153678,CHABOT,Camille,2006,F,BEL,Perron,58.92,t
4148789,MAES,Charlotte,1991,F,BEL,"Molse Zwemclub ""mozka""",58.93,t
4054075,PINGNET,Jolien,1989,F,BEL,Zwemclub Brabo Antwerpen,58.94,t
4055668,PEETERS,Trees,1988,F,BEL,Geelse Sportvereniging Zwemmen,58.95,t
4304525,BEAUVOIS,Aurelie,1997,F,BEL,"Blocry, Ottignies Et Univ.L.L.",1:00.42,t
4307826,VANGEEL,Jolien,1996,F,BEL,Koninklijke Hasseltse Zwemvere,58.96,t
4074825,DELLICOUR,Stephanie,1988,F,BEL,Royal Verviers Natation,58.97,t
4827988,REMMERY,Anice,2002,F,BEL,Koninklijke Kortrijkse Zwemkri,58.97,t
5209405,DAVID,Ryanna,2008,F,BEL,Perron,58.97,t
4805033,SWENNEN,Iris,1990,F,BEL,Peltse Zwemclub,58.99,t
5182059,DUPONT,Shannah,2007,F,BEL,Royal Dauphins Mouscronnois,58.99,t
4139907,CNOCKAERT,Julie,1996,F,BEL,Koninklijke Brugse Zwem- & Red,59.02,t
4285219,VAN DEN BOSSCHE,Manon,1997,F,BEL,Liege Mosan,59.03,t
4200120,MATTENS,Edith,1997,F,BEL,Koninklijke Kortrijkse Zwemkri,59.03,t
5097024,GOBERT,Lies,2005,F,BEL,Meetjesland-Gent Alliantie Zwemteam,59.03,t
5393847,KHIYARA,Lina,2003,F,BEL,Perron,59.04,t
5137677,CORNELISSEN,Zita,2005,F,BEL,Zwemclub Brabo Antwerpen,59.05,t
4199850,VANDENBERGHE,Laly,1995,F,BEL,Zwemclub Brabo Antwerpen,59.06,t
5153825,MERESSE,Celine,2005,F,BEL,Castor Club De Mons,59.07,t
4805207,BAHNMULLER,Lisa,1993,F,BEL,Aalsters Swimming Team,59.08,t
4812915,AVET,Leonie,2001,F,BEL,Ursus Zwemklub Zwevegem,59.10,t
5075830,WAUTERS,Lisa,2005,F,BEL,Koninklijke Landense Sportvereniging Zwemmen,59.10,t
4087951,MATHIEU,Elien,1989,F,BEL,Koninklijke Hasseltse Zwemvere,59.11,t
4139650,DE GEETER,Charlotte,1995,F,BEL,Royal Ypres Swimming Club,59.11,t
4605632,ROMBOUT,Lisa,2001,F,BEL,Heistse Zwemclub Arduas,59.11,t
4074950,VEREECKEN,Shana,1990,F,BEL,Swimming Team Waasland,59.14,t
5091178,GRIES,Laure,2004,F,BEL,Cercle De Natation Sportcity W,59.15,t
4417705,DE BONT,Sam,2008,F,BEL,Hoogstraten Zwemteam,59.15,t
4308900,MEUNIER,Morgane,1998,F,BEL,Koninklijke Brugse Zwem- & Red,59.16,t
4199962,BONNE,Yasmine,1996,F,BEL,Meetjesland-Gent Alliantie Zwemteam,59.17,t
4804479,WILLIAME,Jessy,1992,F,BEL,Zwemclub Brabo Antwerpen,59.18,t
4637083,HOREMANS,Kaat,2000,F,BEL,Zwemclub Tremelo,59.18,t
4588263,COBBAERT,Justine,2000,F,BEL,Bruinvissen Diksmuide,59.18,t
4946865,TROP,Yana,2004,F,BEL,Shark,59.18,t
4804355,GOEMAERE,Nele,1986,F,BEL,Koninklijke Kortrijkse Zwemkri,59.20,t
4303701,VAN DEN BREMT,Sarah,1982,F,BEL,Meetjesland-Gent Alliantie Zwemteam,59.21,t
4777265,DE CARNE,Lara,2002,F,BEL,First (Flanders Inter Regio Sw,59.22,t
4139866,BURET,Estelle,1994,F,BEL,Royal Verviers Natation,59.23,t
4295922,CONTRINO,Newt,1997,F,BEL,Zwemclub Brabo Antwerpen,59.23,t
4199839,HAVERHALS,Tine,1997,F,BEL,Zwemclub Brabo Antwerpen,59.25,t
5125441,VAN GYSEL,Maite,2008,F,BEL,Meetjesland-Gent Alliantie Zwemteam,59.26,t
5002317,PARDON,Maite,2005,F,BEL,Tiense Zwemmers,59.27,t
4427719,MOERMAN,Helena,2000,F,BEL,Gold Swimming Team,59.27,t
4139961,CEUSTERS,Meghan,1995,F,BEL,Swimming Club Rixensart,59.28,t
4682547,BROSENS,Sarah,2001,F,BEL,Shark,59.28,t
4304708,CALLEEUW,Hanne,1997,F,BEL,Flanders Coast Swimmingteam,59.30,t
4805411,VERZELE,Nathalie,1994,F,BEL,Zwemclub Brabo Antwerpen,59.30,t
5330438,VAN DE CLOOT,Elina,2010,F,BEL,Hoogstraten Zwemteam,59.30,t
4148786,BAUWENS,Julie,1991,F,BEL,Aalsters Swimming Team,59.31,t
4074282,PEETERS,Hannemie,1987,F,BEL,Brabant East Swimming Team,59.31,t
4805395,DE DAELE,Ans,1991,F,BEL,Swimming Team Waasland,59.31,t
4620665,HAENEBALCKE,Laure,1998,F,BEL,Meetjesland-Gent Alliantie Zwemteam,59.34,t
5179505,OOMS,Sari,2007,F,BEL,Zwemclub Geel,59.34,t
4059362,VANDERGEETEN,Marie,1986,F,BEL,Cercle De Natation Sportcity W,59.36,t
4307937,VERDICKT,Jolien,1997,F,BEL,Zwemclub Kapelle-O/D-Bos,59.36,t
5102959,VANMEENEN,Laura,2005,F,BEL,Iswim,59.37,t
4439754,VERDIJCK,Astrid,1999,F,BEL,"Zwemclub ""de Dolfijnen"" Asse-T",59.39,t
4805216,KALDI,Valentine,1991,F,BEL,Cercle Royal De Natation De Huy,59.39,t
4085690,NEY,Sarah,1993,F,BEL,Liege Mosan,59.40,t
4804480,BASSLE,Elien,1993,F,BEL,Koninklijke Brugse Zwem- & Red,59.40,t
4305934,HUYBREGHS,Lotte,1997,F,BEL,Swimming Team Tienen,59.40,t
4804660,VAN HOOF,Silke,1990,F,BEL,Zwemclub Geel,59.41,t
5294360,CHRISTIAENS,Jutta,2008,F,BEL,Koninklijke Kortrijkse Zwemkri,59.41,t
4610104,DECOCK,Maaike,2000,F,BEL,Flanders Coast Swimmingteam,59.42,t
4309024,SHIWA,Veronique,1996,F,BEL,Koninklijke Brugse Zwem- & Red,59.43,t
4309120,VAN HOREN,Hanna,1997,F,BEL,Koninklijke Zwemclub Neptunus,59.43,t
4346898,ROBBEETS,Anke,1999,F,BEL,Dilbeekse Zwemvereniging,59.43,t
4334927,DAWANS,Axelle,1999,F,BEL,Dison Welkenraedt Swimming Tea,59.45,t
4680487,D'HONDT,Alexie,2001,F,BEL,Cercle Royal De Natation De Br,59.45,t
4439611,OP DE BEECK,Eleni,1997,F,BEL,Zwemclub Brabo Antwerpen,59.46,t
4439781,HOPKINS,Holly,1988,F,BEL,Flipper Natation Club Saint-Ge,59.47,t
4626432,HAST,Nikita,2000,F,BEL,Royal Ostend Swimming Club,59.47,t
4394952,MICHELS,Lise,1999,F,BEL,Royal Dauphins Mouscronnois,59.47,t
4477571,DELVAUX,Geraldine,2001,F,BEL,Royal Verviers Natation,59.47,t
5000778,PUISSANT,Lise,2005,F,BEL,Mons Hainaut Natation,59.47,t
4805183,HACQUIN,Maite,1994,F,BEL,Cercle De Natation Sportcity W,59.48,t
4812894,CLAES,Lieselotte,2003,F,BEL,Zwemclub Tremelo,59.48,t
4755825,GARCIA-ZAMORA,Ilona,2003,F,BEL,Perron,59.49,t
4139974,TOPPET-HOEGARS,Victoria,1995,F,BEL,Cercle Royal De Natation De Br,59.50,t
4805172,ANSSEAU,Camille,1994,F,BEL,Flipper Natation Club Saint-Ge,59.50,t
4295782,DI BATTISTA,Gloria,1993,F,BEL,Swimming Club Wauterbos Rode,59.50,t
5092535,DUJARDIN,Faye,2006,F,BEL,Gold Swimming Team,59.50,t
4610922,PALUMBO,Mila,2008,F,BEL,De Beringse Tuimelaars,59.50,t
4662348,HAZENDONCK,Wynona,1998,F,BEL,Belgium,59.51,t
5470095,D'HOOGHE,Elina,2008,F,BEL,Meetjesland-Gent Alliantie Zwemteam,1:00.54,t
4804637,VAN DER STRAETEN,Sigrid,1989,F,BEL,Zwemclub Brabo Antwerpen,59.54,t
4308860,LEMMENS,Nina,1998,F,BEL,Zwemclub Brabo Antwerpen,59.54,t
4304601,BACKX,Anika,1995,F,BEL,Zwemclub Brabo Antwerpen,59.55,t
4805242,HOFMAN,Karlien,1993,F,BEL,Temse Schelde Zwemmers,59.56,t
4733774,TALLOEN,Charlot,2002,F,BEL,First (Flanders Inter Regio Sw,59.56,t
5200815,VANSTEENKISTE,Lona,2008,F,BEL,Meense Zwemkring,59.56,t
4074966,PINCEEL,Kylie,1989,F,BEL,Zwemclub Brabo Antwerpen,59.58,t
4628727,JUNGLING,Florence,1999,F,BEL,Dison Welkenraedt Swimming Tea,59.58,t
5089922,WULFRANCKE,Erin,2002,F,BEL,Meetjesland-Gent Alliantie Zwemteam,59.58,t
4804975,TESIC,Tatjana,1984,F,BEL,Cercle Royal De Natation De Br,59.59,t
4299646,VER EECKE,Emily,1995,F,BEL,Gold Swimming Team,59.59,t
5263477,DEBOUVRIE,Lyse,2008,F,BEL,Cercle Royal De Natation De To,59.59,t
5144773,DE GYNS,Lilwenn,2011,F,BEL,Liege Mosan,59.59,t
4726091,QUINTELIER,Jade,2002,F,BEL,Royal Ypres Swimming Club,59.60,t
5102978,VAN DEN BOSCH,Maxine,2006,F,BEL,Koninklijke Racing Swimming Cl,59.60,t
4308622,DE KEGEL,Elke,1996,F,BEL,Koninklijke Zwemclub Neptunus,59.61,t
5096058,LEDENT,Joanne,2005,F,BEL,Royal Verviers Natation,59.61,t
4074945,CARMANS,Sanne,1990,F,BEL,Koninklijke Hasseltse Zwemvere,59.62,t
4942786,PAS,Inte,2003,F,BEL,Swimming Club Strombeek-Grimbe,59.62,t
4296017,VRIJENS,Celine,1995,F,BEL,Liege Mosan,59.65,t
4608367,DE COCK,Hanne,1998,F,BEL,Koninklijke Brugse Zwem- & Red,59.65,t
4074829,FEDRIGO,Tatiana,1988,F,BEL,Val De Mehaigne Natation Wanze,59.66,t
4139951,DODEMONT,Maurine,1994,F,BEL,Royal Verviers Natation,59.66,t
4285205,BULTE,Manon,1997,F,BEL,Cercle Royal De Natation De Huy,59.66,t
4063529,OOMS,Ariane,1989,F,BEL,Zwemclub Brabo Antwerpen,59.67,t
4804368,DE CONINCK,Tineke,1987,F,BEL,Meetjesland-Gent Alliantie Zwemteam,59.68,t
4779143,ROSKIN,Lotte,2002,F,BEL,Swimming Team Tienen,59.68,t
4917654,CLAASSEN,Alessia,2004,F,BEL,Kempisch Swimming Team,59.68,t
4418206,VAN DEN WYNGAERT,Annabel,2004,F,BEL,Zwemclub Brabo Antwerpen,59.68,t
4805278,MERLEVEDE,Ester,1989,F,BEL,Koninklijke Kortrijkse Zwemkri,59.69,t
4139945,DE COSTER,Julie,1995,F,BEL,Ecole Seraing Natation,59.70,t
4737933,KENNIS,Nathalie,2002,F,BEL,Kempisch Swimming Team,59.71,t
4055619,STERCKX,Ellen,1983,F,BEL,"Molse Zwemclub ""mozka""",59.72,t
4804854,PINTE,Droesja,1989,F,BEL,Zoro,59.72,t
4396387,ERNENS,Marie,2000,F,BEL,Natation Club Athus,59.72,t
4777814,PIETERS,Jana,2002,F,BEL,Heistse Zwemclub Arduas,59.73,t
5287518,VRANKEN,Dagmar,2008,F,BEL,Nijlense Zwemclub,59.73,t
5384440,MIGOM,Lobke,2008,F,BEL,Bruinvissen Diksmuide,59.73,t
4439390,BOUCKAERT,Yara,1999,F,BEL,Zwemclub Brabo Antwerpen,59.74,t
4731916,MARTENS,Chloe,2002,F,BEL,Zwemclub Brabo Antwerpen,59.74,t
4687016,BEAUDOT,Laly,2004,F,BEL,Namur Olympic Club,59.74,t
4804742,DE SAEDELEER,Jodie,1992,F,BEL,Gold Swimming Team,59.75,t
5002330,JACOBS,Ella,2005,F,BEL,Lokerse Zwemvereniging,59.75,t
4804332,WANTER,Ann,1982,F,BEL,Brabant East Swimming Team,59.76,t
4139641,MOMMERS,Sarah,1994,F,BEL,Brabant East Swimming Team,59.77,t
4307221,SMETS,Silke,1997,F,BEL,Heistse Zwemclub Arduas,59.77,t
4306251,LEONARD,Julie,1995,F,BEL,Swimming Team Tienen,59.77,t
4731882,DAL,Marie,2003,F,BEL,Royal Dauphins Mouscronnois,59.78,t
4139642,RODIERS,Brenda,1993,F,BEL,Brabant East Swimming Team,59.80,t
4332220,BOCKEN,Anne,1998,F,BEL,Ecole De Natation Waremmienne,59.80,t
4305680,GILLET,Victoria,1998,F,BEL,Royal Verviers Natation,59.81,t
4621056,SCHOEMANS,Coralie,2002,F,BEL,Cercle De Natation Sportcity W,59.81,t
4074680,DEVOS,Zyna,1990,F,BEL,Swimming Club Wauterbos Rode,59.82,t
